competition_id;team_id;player_id;half_time;match_run_time_in_ms;match_run_time;match_time_in_ms;match_time;ball_state;player_injury_signs;contact_type;contact_type_detail;body_profile;injury_body_location;body_part;injured_player_velocity;jump_detail;run_detail;run_detail_extra;other_player_body_location;other_player_body_part;other_player_velocity;other_player_jump_detail;other_player_run_detail;other_player_run_detail_extra;game_reaction;referee_action;referee_action_play_stopped;medic_required;assessment_required_on_pitch;assessment_required_pitch_side;injury_outcome;injury_outcome_action;injured_player_sanction;other_player_sanction;time_from_injury_start_to_injury_outcome;time_from_injury_start_to_player_injury_signs;time_from_referee_action_to_medic_required;time_from_injury_start_to_medic_required;time_from_medic_required_to_assessment_starting_on_pitch;assessment_on_pitch_time;assessment_pitch_side_time;total_assessment_time;closest_player_action;closest_player_action_pressure;player_tactical_starting_position;match_number;match_name;team_name;player_name;player_shirt_number;competition_name;match_id
;;;;;;;;;;indirect_contact;ball_contact;;;thigh;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;1;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;lower_arm;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;9;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;teammate;;;neck;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;;;;;;;17.381339;;;block;;;25;;TEAM ALPHA;;;;
;;;;;;;;;;non_contact;opposing_player;;;elbow;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;32;;TEAM INDIA;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;unidentifiable;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;play_stopped;teammate_foul_for;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;pressing;;;27;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;foot;;;;;;;;;;;;no_action;;medic_required;TRUE;;;;;;;;;;;213.642112;;;aerial_control;;;25;;TEAM ALPHA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;elbow;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;19;;TEAM ECHO;;;;
;;;;;;;;;;unidentifiable;opposing_player;;;knee;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;TRUE;;;;;;;;;;;155.424046;;;interception;;;6;;TEAM KILO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;upper_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;23;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;upper_arm;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;clearance;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;non_contact;opposing_player;;;head;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;14;;TEAM LIMA;;;;
;;;;;;;;;;non_contact;opposing_player;;;hands;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;7;;TEAM MIKE;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;hands;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;29;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;upper_arm;;;;;;;;;;;;play_on;;medic_required;TRUE;;;;;;;;;;;140.3356;;;aerial_duel;;;12;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;ball_contact;;;hip_pelvis_groin;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;8;;TEAM PAPA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;foot;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;24;;TEAM NOVEMBER;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;yellow_card;;;;;;;;;pushing_on;;;11;;TEAM GOLF;;;;
;;;;;;;;;;non_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;TRUE;;;;;;;;;;;169.634388;;;pressing;;;24;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;opposing_player;;;neck;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;26;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;teammate;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;14;;TEAM JULIETT;;;;
;;;;;;;;;;non_contact;opposing_player;;;trunk;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;sub;;;;;;;;;;;aerial_control;;;19;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;other;;;hands;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;clearance;;;24;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;yellow_card;;;;;;85.701764;;;pushing_on;;;10;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_stopped;teammate_foul_for;medic_required;FALSE;;;;;yellow_card;;;;;;;;;clearance;;;8;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;foot;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;12;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;23;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;elbow;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;22;;TEAM KILO;;;;
;;;;;;;;;;non_contact;opposing_player;;;hands;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;3;;TEAM FOXTROT;;;;
;;;;;;;;;;non_contact;other;;;elbow;;;;;;;;;;;;no_action;;medic_required;FALSE;;;sub;;yellow_card;;;;;;;;;defensive_line_support;;;5;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;teammate;;;head;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;7;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;opposing_player;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;teammate;;;thigh;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;clearance;;;4;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;ball_contact;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;25;;TEAM ALPHA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;lower_leg;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;15;;TEAM OSCAR;;;;
;;;;;;;;;;non_contact;teammate;;;unidentifiable;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;sub;;;;;;;;;;;pressing;;;20;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;opposing_player;;;head;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;clearance;;;23;;TEAM PAPA;;;;
;;;;;;;;;;non_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;7;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_stopped;injury_stoppage;medic_required;FALSE;;;;;;;;;;;;;;clearance;;;24;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;duel;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;indirect_contact;pitch_object;;;elbow;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;;;;;;;68.364039;;;clearance;;;8;;TEAM PAPA;;;;
;;;;;;;;;;non_contact;ball_contact;;;ankle;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;pressing;;;10;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;21;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;sub;;;;;;;;;;;pressing;;;7;;TEAM NOVEMBER;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;elbow;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;yellow_card;;;;;;;;;;attempt_at_goal;;;24;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;ball_contact;;;hip_pelvis_groin;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;defensive_line_support;;;9;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;thigh;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;21;;TEAM INDIA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;hands;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;indirect_contact;teammate;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;27;;TEAM INDIA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;foot;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;14;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;11;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;red_card;;;;;;;;;defensive_line_support;;;16;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;22;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;teammate;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;3;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;11;;TEAM GOLF;;;;
;;;;;;;;;;indirect_contact;other;;;upper_arm;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;20;;TEAM FOXTROT;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;hip_pelvis_groin;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;21;;TEAM INDIA;;;;
;;;;;;;;;;unidentifiable;ball_contact;;;lower_leg;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;19;;TEAM ECHO;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;upper_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;25;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;30;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;ball_contact;;;trunk;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;26;;TEAM ECHO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;trunk;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;;;;;;;;232.030572;;;pass;;;23;;TEAM MIKE;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;neck;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;14;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;red_card;;;;;;;;;duel;;;17;;TEAM DELTA;;;;
;;;;;;;;;;indirect_contact;teammate;;;trunk;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;active_engagement;;;21;;TEAM INDIA;;;;
;;;;;;;;;;non_contact;opposing_player;;;neck;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;;;;;;;;266.191059;;;active_engagement;;;25;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;15;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;ball_contact;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;30;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;17;;TEAM ALPHA;;;;
;;;;;;;;;;non_contact;opposing_player;;;trunk;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;pass;;;15;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_stopped;injury_stoppage;medic_required;FALSE;;;;;;;;;;;;;;ball_progression;;;21;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;teammate;;;elbow;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;19;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_on;;medic_required;TRUE;;;;;;;;;;;84.584162;;;ball_progression;;;19;;TEAM ECHO;;;;
;;;;;;;;;;non_contact;opposing_player;;;foot;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;ball_contact;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;11;;TEAM GOLF;;;;
;;;;;;;;;;non_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;19;;TEAM HOTEL;;;;
;;;;;;;;;;non_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;32;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;hands;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;clearance;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;ball_contact;;;foot;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;yellow_card;;;;;;;;;;pass;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;ball_contact;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;duel;;;9;;TEAM ALPHA;;;;
;;;;;;;;;;non_contact;opposing_player;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;;;;;;;;119.657011;;;pushing_on;;;28;;TEAM MIKE;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;head;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;23;;TEAM MIKE;;;;
;;;;;;;;;;unidentifiable;pitch_object;;;lower_arm;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;25;;TEAM ALPHA;;;;
;;;;;;;;;;non_contact;ball_contact;;;hands;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;20;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;teammate;;;foot;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;27;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;pitch_object;;;hands;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;7;;TEAM NOVEMBER;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;18;;TEAM BRAVO;;;;
;;;;;;;;;;non_contact;other;;;head;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;;;;;;;;272.51968;;;defensive_line_support;;;22;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;teammate;;;head;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;11;;TEAM ECHO;;;;
;;;;;;;;;;unidentifiable;opposing_player;;;hands;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;pressing;;;10;;TEAM DELTA;;;;
;;;;;;;;;;non_contact;opposing_player;;;elbow;;;;;;;;;;;;no_action;;medic_required;TRUE;;;;;;;;;;;175.182142;;;duel;;;29;;TEAM INDIA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;foot;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;block;;;1;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;head;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;sub;;;;;;;;;;;ball_progression;;;28;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;teammate;;;head;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;interception;;;23;;TEAM PAPA;;;;
;;;;;;;;;;unidentifiable;opposing_player;;;upper_arm;;;;;;;;;;;;no_action;;medic_required;FALSE;;;sub;;2nd_yellow_card;;;;;;;;;aerial_duel;;;10;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;9;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_on;;medic_required;TRUE;;;;;;;;;;;116.012726;;;offer;;;30;;TEAM MIKE;;;;
;;;;;;;;;;indirect_contact;other;;;neck;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;interception;;;16;;TEAM PAPA;;;;
;;;;;;;;;;non_contact;opposing_player;;;upper_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;30;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;30;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;upper_arm;;;;;;;;;;;;play_stopped;other;medic_not_required;TRUE;;;;;;;;;;;55.254893;;;attempt_at_goal;;;15;;TEAM OSCAR;;;;
;;;;;;;;;;non_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;12;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;7;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;TRUE;;;;;red_card;;;;;;150.401702;;;goal_prevention;;;30;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;12;;TEAM HOTEL;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;32;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;2;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;other;;;hip_pelvis_groin;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;sub;;;;;;;;;;;goal_prevention;;;32;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hands;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;9;;TEAM ALPHA;;;;
;;;;;;;;;;indirect_contact;pitch_object;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;21;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;TRUE;;;;;;;;;;;217.299811;;;pass;;;31;;TEAM ALPHA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;upper_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;goal_prevention;;;25;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;4;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;ball_contact;;;trunk;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;23;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;red_card;;;;;;;;;ball_progression;;;25;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;21;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;14;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;foot;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;15;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;teammate;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;aerial_control;;;4;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;ball_contact;;;head;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;9;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;hands;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;;;;;;;264.431529;;;block;;;2;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;31;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;ball_contact;;;unidentifiable;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;clearance;;;21;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;18;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;teammate;;;trunk;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;non_contact;pitch_object;;;elbow;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;21;;TEAM LIMA;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;trunk;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;active_engagement;;;32;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;25;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;unidentifiable;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;duel;;;29;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;teammate;;;ankle;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;4;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;teammate;;;head;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;6;;TEAM KILO;;;;
;;;;;;;;;;non_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;;;;;;;133.931607;;;ball_progression;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;non_contact;teammate;;;shoulder;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;clearance;;;2;;TEAM DELTA;;;;
;;;;;;;;;;unidentifiable;other;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;;;;;;;134.996513;;;goal_prevention;;;1;;TEAM ALPHA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;interception;;;23;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hands;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;;;;;;;;235.61933;;;block;;;20;;TEAM FOXTROT;;;;
;;;;;;;;;;non_contact;ball_contact;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;2;;TEAM CHARLIE;;;;
