team;player_id;27/05/2024;28/05/2024;29/05/2024;30/05/2024;31/05/2024;01/06/2024;02/06/2024;03/06/2024;04/06/2024;05/06/2024;06/06/2024;07/06/2024;08/06/2024;09/06/2024;10/06/2024;11/06/2024;12/06/2024;13/06/2024;14/06/2024;15/06/2024;16/06/2024;17/06/2024
TMN;TMN006;0;45;60;90;60;0;75;0;20;45;0;30;45;60;75;30;;;;;;
TMN;TMN007;0;45;60;90;60;0;75;0;20;45;0;30;45;60;75;30;;;;;;
TMN;TMN008;0;45;0;90;60;0;;0;20;45;0;30;45;60;;30;;;;;;
TMN;TMN009;;45;60;90;60;0;75;0;20;45;0;30;45;60;75;30;;;;;;
TMN;TMN010;0;45;60;90;60;0;75;0;20;45;0;30;45;0;75;30;;;;;;
TMN;TMN011;0;45;;90;60;0;75;0;20;45;0;30;45;60;75;30;;;;;;
TMN;TMN012;0;;60;90;60;0;75;0;20;45;0;30;45;60;75;30;;;;;;
TMN;TMN013;0;45;60;90;60;0;75;0;20;45;0;30;45;60;75;30;;;;;;
TMN;TMN014;0;45;60;90;60;0;0;0;20;45;0;30;;60;75;30;;;;;;
TMN;TMN015;0;45;60;90;60;0;75;0;20;45;0;30;45;60;75;;;;;;;
TMN;TMN016;0;45;60;90;60;0;75;0;20;;0;30;45;60;75;30;;;;;;
TMN;TMN017;0;45;;90;;0;75;0;20;45;0;30;0;60;75;0;;;;;;
TMN;TMN018;0;45;60;90;60;0;75;0;20;45;0;30;45;60;0;30;;;;;;
TMN;TMN019;0;45;60;90;60;0;75;0;20;45;0;30;45;60;;30;;;;;;
TMN;TMN020;0;45;60;90;60;;75;0;20;45;0;30;45;60;75;30;;;;;;
TMN;TMN021;0;45;60;90;60;0;75;0;20;45;0;30;0;60;75;0;;;;;;
TMN;TMN022;0;45;60;;60;0;75;0;20;45;0;30;;60;75;0;;;;;;
TMN;TMN023;0;45;60;90;60;0;75;0;20;45;0;30;45;60;75;30;;;;;;
TMO;TMO001;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO002;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO003;0;45;0;60;75;0;45;;0;60;75;30;;;;;;;;;;
TMO;TMO004;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO005;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO006;0;;75;60;75;0;45;;0;60;75;30;;;;;;;;;;
TMO;TMO007;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO008;0;45;0;0;75;0;45;45;;60;75;30;;;;;;;;;;
TMO;TMO009;0;45;75;60;75;0;45;;0;60;75;30;;;;;;;;;;
TMO;TMO010;0;45;75;60;0;0;45;45;0;0;75;30;;;;;;;;;;
TMO;TMO011;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO012;0;45;75;60;75;0;;45;0;60;0;30;;;;;;;;;;
TMO;TMO013;0;45;75;60;0;0;45;45;0;0;75;0;;;;;;;;;;
TMO;TMO014;0;45;0;60;75;0;45;45;0;;0;0;;;;;;;;;;
TMO;TMO015;0;45;75;60;75;0;45;45;0;0;75;30;;;;;;;;;;
TMO;TMO016;0;45;75;0;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO017;0;45;75;60;75;0;45;45;;60;75;30;;;;;;;;;;
TMO;TMO018;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO019;0;45;0;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO020;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO021;0;45;75;;75;0;45;45;0;60;0;30;;;;;;;;;;
TMO;TMO022;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMO;TMO023;0;45;75;60;75;0;45;45;0;60;75;30;;;;;;;;;;
TMP;TMP001;45;90;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP002;45;90;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP003;45;90;;45;90;0;;75;0;0;60;0;;;;;;;;;;
TMP;TMP004;45;;;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP005;45;0;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP006;45;90;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP007;45;90;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP008;45;90;45;45;90;0;0;75;0;75;;0;;;;;;;;;;
TMP;TMP009;45;90;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP010;45;0;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP011;45;90;45;45;90;;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP012;0;90;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP013;0;90;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP014;45;90;45;45;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP015;45;90;45;0;90;0;45;75;0;0;60;0;;;;;;;;;;
TMP;TMP016;45;;45;0;90;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP017;45;90;45;45;90;0;45;0;;75;60;0;;;;;;;;;;
TMP;TMP018;45;90;45;45;90;0;0;;0;75;60;0;;;;;;;;;;
TMP;TMP019;45;90;45;45;;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP020;45;90;45;45;0;0;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP021;45;90;45;45;90;0;45;75;0;;60;0;;;;;;;;;;
TMP;TMP022;45;90;;45;0;;45;75;0;75;60;0;;;;;;;;;;
TMP;TMP023;45;90;45;45;90;0;0;75;0;75;60;0;;;;;;;;;;
