competition_name;match_id;match_number;fixture;team;player_id;total_playing_time;effective_playing_time;in_possession_time;out_of_possession_time
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA004;96;48.0694;24.5748;23.4946
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA005;96;52.464;24.2525;28.2115
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA023;48;25.7217;12.4676;13.2541
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA006;67;35.7782;18.8513;16.9269
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA002;62;31.9567;15.1648;16.7919
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA017;54;28.3328;14.8642;13.4686
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA021;69;36.966;18.1306;18.8354
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA019;96;51.7349;27.7861;23.9488
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA007;48;26.6883;13.2797;13.4086
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA013;42;22.5492;11.0923;11.4569
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA009;34;17.708;9.6239;8.0841
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA022;29;14.8468;7.4491;7.3977
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMA;TMA012;27;14.9714;7.2516;7.7198
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC018;96;48.0303;23.5881;24.4422
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC020;68;37.8787;18.288;19.5907
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC023;70;35.186;18.0645;17.1215
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC013;54;30.2313;14.6544;15.5769
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC022;96;52.8454;25.9954;26.85
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC021;96;49.1766;22.2796;26.897
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC004;77;41.9146;21.8555;20.0591
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC010;96;48.6565;23.1165;25.54
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC017;96;51.8152;23.6325;28.1827
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC016;96;53.1931;28.284;24.9091
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC014;61;33.9212;15.7754;18.1458
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC002;42;23.193;11.9676;11.2254
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC007;35;18.001;9.1435;8.8575
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC015;28;14.5269;7.3753;7.1516
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC009;26;13.6936;6.9334;6.7602
Example Cup 2024;EXC2024-M09;9;TMA v TMC;TMC;TMC011;19;9.7568;4.6086;5.1482
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB018;47;24.4177;12.2559;12.1618
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB015;83;44.364;23.5111;20.8529
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB017;101;51.5306;24.4017;27.1289
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB006;67;34.2436;17.0138;17.2298
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB008;101;51.4041;23.5559;27.8482
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB021;101;54.4633;25.6135;28.8498
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB020;101;53.9956;25.7027;28.2929
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB014;101;53.0142;23.928;29.0862
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB004;101;54.3486;26.0442;28.3044
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB003;86;44.8081;22.2085;22.5996
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB005;48;25.4808;12.5931;12.8877
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB022;54;28.1364;13.9638;14.1726
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB002;53;28.4781;15.0621;13.416
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB013;34;17.1552;8.5034;8.6518
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB009;18;9.9669;4.9535;5.0134
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMB;TMB023;15;7.879;4.3303;3.5487
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD008;101;51.3159;23.9292;27.3867
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD003;101;51.3873;27.5318;23.8555
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD006;89;45.6925;23.1245;22.568
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD007;101;56.2683;29.8064;26.4619
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD017;55;28.4813;13.774;14.7073
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD002;101;56.3643;27.7062;28.6581
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD020;101;55.2908;30.3688;24.922
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD005;92;48.3531;23.6937;24.6594
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD023;75;37.6513;17.4402;20.2111
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD015;101;54.9536;27.9012;27.0524
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD012;94;51.5381;24.0096;27.5285
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD004;46;23.3116;11.3556;11.956
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD016;26;14.2614;6.5166;7.7448
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD022;12;6.0514;2.9259;3.1255
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD019;9;4.7976;2.2485;2.5491
Example Cup 2024;EXC2024-M10;10;TMB v TMD;TMD;TMD011;7;3.5137;1.7332;1.7805
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME003;94;50.9201;25.1655;25.7546
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME004;101;52.8345;26.9941;25.8404
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME012;101;56.0078;25.3418;30.666
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME017;101;50.7384;23.5879;27.1505
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME016;101;56.0532;30.0074;26.0458
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME021;73;39.2357;20.6289;18.6068
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME010;101;55.2875;27.8462;27.4413
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME019;53;27.3238;13.216;14.1078
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME013;101;51.9317;24.7792;27.1525
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME023;72;38.1466;17.842;20.3046
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME002;74;39.1736;18.9677;20.2059
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME011;48;24.329;11.01;13.319
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME014;29;16.1614;8.2737;7.8877
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME015;28;15.364;7.3158;8.0482
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME006;27;14.5376;7.1175;7.4201
Example Cup 2024;EXC2024-M11;11;TME v TMG;TME;TME007;7;3.5146;1.612;1.9026
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG018;101;55.8999;29.5651;26.3348
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG016;101;55.8535;29.0121;26.8414
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG017;62;33.6139;16.3547;17.2592
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG009;101;53.4671;26.3902;27.0769
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG023;90;48.9519;25.6987;23.2532
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG022;101;55.0604;25.4699;29.5905
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG005;70;36.0907;19.2175;16.8732
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG019;101;55.461;30.3765;25.0845
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG011;101;54.761;24.6578;30.1032
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG008;83;45.5548;20.7199;24.8349
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG010;57;31.4824;16.0302;15.4522
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG014;44;24.3094;12.5129;11.7965
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG006;39;21.3107;9.8873;11.423400000000001
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG013;31;15.6656;8.2514;7.4142
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG001;18;9.5465;4.4912;5.0553
Example Cup 2024;EXC2024-M11;11;TME v TMG;TMG;TMG012;11;5.8339;3.0265;2.8074
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF023;70;36.393;18.9436;17.4494
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF003;62;31.0836;14.9865;16.0971
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF013;96;49.7522;23.2116;26.5406
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF020;69;36.7213;20.0345;16.6868
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF011;96;49.9355;23.0941;26.8414
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF005;50;25.7918;13.4731;12.3187
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF007;96;53.2368;26.1583;27.0785
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF021;96;53.2018;26.5597;26.6421
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF012;96;48.7219;22.4501;26.2718
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF018;80;40.0944;19.3617;20.7327
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF001;96;51.6593;25.9172;25.7421
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF008;46;24.5261;12.3845;12.1416
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF009;34;17.7034;8.2057;9.4977
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF015;27;14.4313;7.7985;6.6328
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF019;26;14.1432;7.0146;7.1286
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMF;TMF006;16;8.8078;4.4376;4.3702
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH015;96;50.2094;22.8258;27.3836
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH019;96;48.7475;22.5767;26.1708
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH016;56;31.2123;15.6654;15.5469
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH009;96;52.1045;26.369;25.7355
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH014;71;37.171;20.326;16.845
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH022;83;43.421;20.2706;23.1504
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH021;53;28.2204;15.1299;13.0905
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH006;96;51.1758;24.2902;26.8856
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH005;59;31.3932;16.5782;14.815
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH020;96;48.4085;24.4864;23.9221
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH011;96;48.0029;22.317;25.6859
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH023;43;24.0135;11.4302;12.5833
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH018;40;21.2286;10.2379;10.9907
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH002;37;20.634;9.551;11.083
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH008;25;12.7405;6.4291;6.3114
Example Cup 2024;EXC2024-M12;12;TMF v TMH;TMH;TMH013;13;6.8283;3.2507;3.5776
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI011;100;53.5825;25.4305;28.152
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI003;90;50.0387;26.4325;23.6062
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI016;56;28.1207;13.98;14.1407
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI012;100;50.0048;26.7088;23.296
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI002;100;51.0137;23.3364;27.6773
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI001;86;46.5123;23.1308;23.3815
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI022;100;50.0112;25.4826;24.5286
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI009;100;50.073;25.1433;24.9297
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI017;100;51.7524;27.7015;24.0509
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI021;60;30.5385;13.8425;16.696
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI007;83;45.3762;21.2387;24.1375
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI014;44;22.6007;11.3798;11.2209
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI013;40;20.2157;10.5986;9.6171
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI018;17;8.6108;3.8891;4.7217
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI005;14;7.2429;3.9244;3.3185
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMI;TMI004;10;5.1116;2.7112;2.4004
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK010;100;54.1264;25.0345;29.0919
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK005;67;34.666;16.6415;18.0245
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK016;100;53.7577;25.5281;28.2296
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK015;95;51.4245;25.3752;26.0493
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK022;100;54.4764;28.3724;26.104
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK003;75;41.3016;18.8214;22.4802
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK001;74;39.1517;20.4388;18.7129
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK021;70;36.3405;17.3735;18.967
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK008;100;54.545;25.8117;28.7333
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK013;100;54.2845;25.7099;28.5746
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK018;100;53.2957;26.4918;26.8039
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK023;33;17.2889;9.1181;8.1708
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK002;30;15.4241;7.1822;8.2419
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK011;26;13.4373;7.0749;6.3624
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK007;25;13.8355;7.2644;6.5711
Example Cup 2024;EXC2024-M13;13;TMI v TMK;TMK;TMK009;5;2.6822;1.2489;1.4333
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ019;98;50.8151;25.9882;24.8269
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ021;66;34.4244;16.2345;18.1899
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ009;47;24.3768;11.4045;12.9723
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ018;98;54.6745;29.1096;25.5649
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ020;98;50.4893;26.7031;23.7862
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ022;98;50.8916;24.9361;25.9555
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ013;78;40.3048;20.2066;20.0982
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ006;49;26.7959;14.4272;12.3687
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ017;98;51.2121;26.4234;24.7887
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ023;79;41.9353;22.3126;19.6227
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ008;98;51.0097;25.6331;25.3766
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ001;51;27.9594;14.9783;12.9811
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ004;49;26.7144;12.6094;14.105
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ007;32;17.4286;8.4663;8.9623
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ014;20;10.6828;5.1128;5.57
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TMJ;TMJ002;19;10.5038;5.696;4.8078
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML011;83;44.1104;24.1454;19.965
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML023;98;52.1084;24.4865;27.6219
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML003;98;50.5851;23.1991;27.386
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML001;98;50;24.9194;25.0806
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML018;73;39.4254;17.8993;21.5261
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML021;88;44.2354;20.4908;23.7446
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML010;98;50.6216;26.6091;24.0125
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML008;98;52.687;24.8014;27.8856
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML019;69;37.6964;18.2128;19.4836
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML020;55;28.9132;15.1835;13.7297
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML015;98;50.76;24.4061;26.3539
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML013;43;23.5133;10.8687;12.6446
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML016;29;16.0204;8.1107;7.9097
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML004;25;13.4581;6.955;6.5031
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML014;15;7.7737;4.2683;3.5054
Example Cup 2024;EXC2024-M14;14;TMJ v TML;TML;TML007;10;5.2857;2.433;2.8527
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM003;96;49.2418;24.9337;24.3081
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM019;74;41.054;21.0686;19.9854
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM016;96;53.6968;29.3454;24.3514
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM009;96;52.6341;24.8611;27.773
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM018;83;46.2777;24.5998;21.6779
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM020;96;48.1513;23.9192;24.2321
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM014;64;34.4006;16.5169;17.8837
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM021;96;49.7362;25.4264;24.3098
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM006;96;50.8828;23.9396;26.9432
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM012;77;39.1814;21.4955;17.6859
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM017;71;38.8447;18.6978;20.1469
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM010;32;17.5084;8.1737;9.3347
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM011;25;12.8366;6.5981;6.2385
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM015;22;11.6189;6.2069;5.412
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM008;19;10.1804;5.4266;4.7538
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMM;TMM002;13;7.1687;3.9269;3.2418
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO021;64;33.0122;16.9224;16.0898
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO010;61;32.1091;16.4744;15.6347
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO017;96;50.0332;24.619;25.4142
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO003;70;36.813;17.9223;18.8907
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO008;48;26.847;12.3993;14.4477
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO004;96;51.3632;25.2663;26.0969
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO018;96;48.2206;23.0962;25.1244
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO006;96;52.7949;28.8761;23.9188
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO020;96;53.4082;24.2778;29.1304
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO016;48;25.4141;13.7134;11.7007
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO009;96;49.1674;22.3039;26.8635
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO005;48;25.8935;14.0466;11.8469
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO002;48;26.2576;12.6353;13.6223
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO011;35;19.0911;9.0618;10.0293
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO023;32;16.5817;8.6306;7.9511
Example Cup 2024;EXC2024-M15;15;TMM v TMO;TMO;TMO019;26;13.1738;7.1308;6.043
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN023;86;47.4874;24.2751;23.2123
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN002;61;32.7626;15.0641;17.6985
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN022;95;47.9053;26.0646;21.8407
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN008;95;49.0556;22.7632;26.2924
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN014;95;52.3791;27.2796;25.0995
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN012;74;41.0576;20.2692;20.7884
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN005;61;32.3466;15.2723;17.0743
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN019;95;48.3527;23.2129;25.1398
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN004;95;47.6817;23.2836;24.3981
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN010;95;50.1772;27.0327;23.1445
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN013;56;30.8639;14.7045;16.1594
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN020;39;21.2876;10.2067;11.0809
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN016;34;18.3201;8.9566;9.3635
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN015;34;17.2151;8.6366;8.5785
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN021;21;10.8034;4.9926;5.8108
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMN;TMN001;9;4.7158;2.3043;2.4115
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP019;95;50.4591;22.7928;27.6663
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP017;49;25.871;13.471;12.4
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP020;95;50.6198;25.7193;24.9005
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP006;95;48.9089;22.0569;26.852
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP012;46;23.7545;11.3462;12.4083
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP004;82;44.464;23.4752;20.9888
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP015;95;52.0041;26.013;25.9911
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP011;95;47.674;23.974;23.7
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP009;71;37.417;18.5283;18.8887
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP001;95;51.0315;23.6573;27.3742
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP008;71;37.6332;20.432;17.2012
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP022;49;26.7199;13.3989;13.321
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP005;46;23.9675;12.6001;11.3674
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP021;24;12.1564;6.3029;5.8535
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP023;24;13.1988;6.0782;7.1206
Example Cup 2024;EXC2024-M16;16;TMN v TMP;TMP;TMP013;13;6.5853;3.0901;3.4952
Example Cup 2024;EXC2024-M17;17;TMA v TMD;TMA;TMA008;54;29.3485;13.4544;15.8941
Example Cup 2024;EXC2024-M17;17;TMA v TMD;TMA;TMA004;46;24.6057;13.4456;11.1601
Example Cup 2024;EXC2024-M17;17;TMA v TMD;TMA;TMA014;51;27.4964;13.4896;14.0068
Example Cup 2024;EXC2024-M17;17;TMA v TMD;TMA;TMA007;98;52.5796;24.546;28.0336
Example Cup 2024;EXC2024-M17;17;TMA v TMD;TMA;TMA019;81;44.9852;24.5155;20.4697
Example Cup 2024;EXC2024-M17;17;TMA v TMD;TMA;TMA018;98;52.4544;27.2262;25.2282
Example Cup 2024;EXC2024-M17;17;TMA v TMD;TMA;TMA001;98;51.7974;23.5663;28.2311
